table	line	name	set	spawnable	disabled	item_code	item_name	category	tier	type	type2	current_lvl	proposed_lvl	delta	current_lvl_req	base_levelreq	normal_code	exceptional_code	elite_code
unique	510	Warrior Untamed		1		wsd	war sword	weapon	normal	swor	1wep	25	27	2	30	0	wsd	9wd	7wd
unique	502	Quartz Star		1		crs	crystal sword	weapon	normal	swor	1wep	10	11	1	15	0	crs	9cr	7cr
unique	31	Akara's Wrath		1		crs	Crystal Sword	weapon	normal	swor	1wep	12	11	-1	13	0	crs	9cr	7cr
unique	500	Qikadar's Laughter		1		flc	Falchion	weapon	normal	swor	1wep	12	11	-1	20	0	flc	9fc	7fc
unique	35	Shadowfang		1		2hs	2-Handed Sword	weapon	normal	swor	slam	12	10	-2	12	0	2hs	92h	72h
unique	37	Kinemil's Awl		1		gis	Giant Sword	weapon	normal	swor	slam	31	21	-10	23	0	gis	9gs	7gs
unique	865	Solstice Edge		1		tax	Throwing Axe	weapon	normal	taxe	1wep	1	7	6	6	0	tax	9ta	7ta
unique	864	Tonguecutter		1		tax	throwing axe	weapon	normal	taxe	1wep	1	7	6	10	0	tax	9ta	7ta
unique	863	Spectral Slayer		1		bal	Balanced Axe	weapon	normal	taxe	1wep	12	16	4	20	0	bal	9b8	7b8
unique	867	Timbersplitter		1		bal	balanced axe	weapon	normal	taxe	1wep	12	16	4	27	0	bal	9b8	7b8
unique	868	Spleen Feaster		1		tax	throwing axe	weapon	normal	taxe	1wep	12	7	-5	16	0	tax	9ta	7ta
unique	866	Oakplume		1		bal	balanced axe	weapon	normal	taxe	1wep	25	16	-9	30	0	bal	9b8	7b8
unique	881	Dead Scoffer		1		bkf	Balanced Knife	weapon	normal	tkni	1wep	1	13	12	12	0	bkf	9bk	7bk
unique	876	Sheera's Knives		1		tkf	throwing knife	weapon	normal	tkni	1wep	1	2	1	11	0	tkf	9tk	7tk
unique	878	Splinterbeam		1		tkf	Throwing Knife	weapon	normal	tkni	1wep	1	2	1	4	0	tkf	9tk	7tk
unique	877	Subtle Slice		1		tkf	throwing knife	weapon	normal	tkni	1wep	1	2	1	7	0	tkf	9tk	7tk
unique	880	Tidrik's Initiator		1		bkf	balanced knife	weapon	normal	tkni	1wep	12	13	1	15	0	bkf	9bk	7bk
unique	736	Ire of Astaroth		1		ywn	yew wand	weapon	normal	wand	1wep	1	12	11	12	0	ywn	9yw	7yw
unique	13	Maelstrom		1		ywn	Yew Wand	weapon	normal	wand	1wep	1	12	11	14	0	ywn	9yw	7yw
unique	738	Child's Laughter		1		bwn	bone wand	weapon	normal	wand	1wep	12	18	6	26	0	bwn	9bw	7bw
unique	14	Gravenspine		1		bwn	Bone Wand	weapon	normal	wand	1wep	12	18	6	20	0	bwn	9bw	7bw
unique	15	Ume's Lament		1		gwn	Grim Wand	weapon	normal	wand	1wep	20	26	6	28	0	gwn	9gw	7gw
unique	740	Scream of Despair		1		gwn	grim wand	weapon	normal	wand	1wep	22	26	4	32	0	gwn	9gw	7gw
unique	734	Bitter Sorrow		1		wnd	wand	weapon	normal	wand	1wep	1	2	1	9	0	wnd	9wn	7wn
unique	739	Dracolich Fang		1		gwn	grim wand	weapon	normal	wand	1wep	25	26	1	35	0	gwn	9gw	7gw
unique	12	Torch of Iro		1		wnd	Wand	weapon	normal	wand	1wep	1	2	1	5	0	wnd	9wn	7wn
unique	737	Skeleton's Claw		1		bwn	bone wand	weapon	normal	wand	1wep	20	18	-2	33	0	bwn	9bw	7bw
unique	735	Ladrina's Enchantment		1		ywn	yew wand	weapon	normal	wand	1wep	25	12	-13	30	0	ywn	9yw	7yw
unique	733	Acolyte's Wand		1		wnd	wand	weapon	normal	wand	1wep	17	2	-15	25	0	wnd	9wn	7wn
unique	72	Doomslinger		1		rxb	Repeating Crossbow	weapon	normal	xbow		17	33	16	28	0	rxb	8rx	6rx
unique	807	Spikethrower		1		hxb	heavy crossbow	weapon	normal	xbow		12	24	12	24	0	hxb	8hx	6hx
unique	805	Janglebright		1		mxb	crossbow	weapon	normal	xbow		6	15	9	18	0	mxb	8mx	6mx
unique	809	King's Nail		1		rxb	repeating crossbow	weapon	normal	xbow		25	33	8	30	0	rxb	8rx	6rx
unique	808	Synthalus		1		rxb	repeating crossbow	weapon	normal	xbow		25	33	8	35	0	rxb	8rx	6rx
unique	71	Hellcast		1		hxb	Heavy Crossbow	weapon	normal	xbow		17	24	7	27	0	hxb	8hx	6hx
unique	69	Leadcrow		1		lxb	Light Crossbow	weapon	normal	xbow		1	6	5	9	0	lxb	8lx	6lx
unique	803	Nail Flinger		1		lxb	light crossbow	weapon	normal	xbow		1	6	5	12	0	lxb	8lx	6lx
unique	70	Ichorsting		1		mxb	Crossbow	weapon	normal	xbow		12	15	3	18	0	mxb	8mx	6mx
unique	806	Harpo Bogglinn		1		hxb	heavy crossbow	weapon	normal	xbow		25	24	-1	32	0	hxb	8hx	6hx
unique	804	Piercing Bolt		1		mxb	crossbow	weapon	normal	xbow		17	15	-2	25	0	mxb	8mx	6mx
unique	802	Rethral Bolt		1		lxb	light crossbow	weapon	normal	xbow		17	6	-11	25	0	lxb	8lx	6lx
